Date Time;Inspection Name;Inspection Version;Attributive Name;Standard/Profile;Result;WorksOrderNo;CheckTypeNet;Gauge Name;Gauge Serial Number;Operator;LineCode;DisplayMachine;Head;Sample;Position;Area;Pallet;InteralCoating;ExternalCoating;RimCoating;ShellColour;TabColour;ShellCoilID;TabCoilID;Bodymaker;Spare02;Description
2026-01-21 14:36:36;Pokrycie lakierem - CuSO4;Quality Control (PL BRZ);Test result;;0;1173948;Testowe;;;admin;C092;L092_PAL_01;1;1;1;;;;;;;;;;;;
