Date Time;Inspection Name;Inspection Version;Attributive Name;Standard/Profile;Result;WorksOrderNo;CheckTypeNet;Gauge Name;Gauge Serial Number;Operator;LineCode;DisplayMachine;Head;Sample;Position;Area;Pallet;InteralCoating;ExternalCoating;RimCoating;ShellColour;TabColour;ShellCoilID;TabCoilID;Bodymaker;Spare02;Description
2026-01-21 14:35:27;PALLETIZER - Pokrycie denka roztwór - CuSO4, Pokrycie kołnierza lakierem - CuSO4, Ilość oleju na przewężeniu (talk kosmetyczny);Quality Control (PL BRZ);Test result;;0;1173966;Testowe;;;admin;C091;L091_PAL_01;1;1;1;;;;;;;;;;;;
