Date Time;Inspection Name;Inspection Version;Attributive Name;Standard/Profile;Result;WorksOrderNo;CheckTypeNet;Gauge Name;Gauge Serial Number;Operator;LineCode;DisplayMachine;Head;Sample;Position;Area;Pallet;InteralCoating;ExternalCoating;RimCoating;ShellColour;TabColour;ShellCoilID;TabCoilID;Bodymaker;Spare02;Description
2026-01-21 14:18:53;Pokrycie lakierem - CuSO4;Quality Control (PL BRZ);Test result;;0;1173948;Standardowe;;;admin;;;1;1;1;;;;;;;;;;;;
